@relation 'MyTomcat-weka.filters.unsupervised.attribute.Remove-R1-4-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.LinearForwardSelection -D 0 -N 5 -I -K 50 -T 0'

@attribute change_log_length numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute lt numeric
@attribute CountDeclMethodProtected_delta numeric
@attribute AvgLine_delta numeric
@attribute CountLineComment_delta numeric
@attribute CountLineCodeExe_delta numeric
@attribute s33 numeric
@attribute s178 numeric
@attribute s360 numeric
@attribute s364 numeric
@attribute s595 numeric
@attribute s606 numeric
@attribute s930 numeric
@attribute s1048 numeric
@attribute s1111 numeric
@attribute s1299 numeric
@attribute s1315 numeric
@attribute s1391 numeric
@attribute s1530 numeric
@attribute s1948 numeric
@attribute s1979 numeric
@attribute s2605 numeric
@attribute s2863 numeric
@attribute s3048 numeric
@attribute s3077 numeric
@attribute s3235 numeric
@attribute s3308 numeric
@attribute s3376 numeric
@attribute s3404 numeric
@attribute s5176 numeric
@attribute bug_introducing {0,1}

@data
234,2,0.34821,1,2,2,0,24,33,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1
234,2,0.34821,2,4,2,0,24,33,1,1,0,0,0,0,0,0,0,2,5,0,0,1,5,0,0,0,0,0,0,0,0,0,1
234,2,0.34821,3,14,8,-8,-313,-171,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,2,0.34821,1,2,8,-8,-313,-171,1,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,2,0.34821,12,637,8,-8,-313,-171,1,351,0,0,0,0,0,0,0,12,57,1,0,1,0,0,0,0,0,0,0,0,0,0,1
234,2,0.34821,0,2,8,-8,-313,-171,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,2,0.34821,2,4,8,-8,-313,-171,1,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234,2,0.34821,500,1000,8,-8,-313,-171,1,421,3,0,0,0,0,0,0,500,252,0,0,0,35,0,0,0,0,0,0,0,0,0,1
449,4,0.61399,149,149,0,31,67,60,1,0,0,0,0,0,0,0,0,149,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
449,4,0.61399,1,1,0,0,2,45,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,4,0.61399,60,62,0,0,2,45,1,0,0,0,0,0,0,0,0,60,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,4,0.61399,1,2,0,0,2,45,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,4,0.61399,1,1,0,0,2,45,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,4,0.61399,3,3,0,0,2,45,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,4,0.61399,6,6,0,0,2,45,1,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,4,0.61399,1,1,0,0,2,45,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,4,0.61399,2,2,1,1,-1,19,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,4,0.61399,19,20,1,1,-1,19,1,2,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
449,4,0.61399,1,1,1,1,-1,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,4,0.61399,6,7,1,1,-1,19,1,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,4,0.61399,3,3,1,1,-1,19,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
449,4,0.61399,3,3,1,1,-1,19,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
449,4,0.61399,42,43,0,0,37,7,1,0,0,0,0,0,0,0,0,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
449,4,0.61399,1,2,0,0,37,7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
449,4,0.61399,12,12,0,0,37,7,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
449,4,0.61399,8,8,0,0,37,7,1,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,2,0.832249,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
213,2,0.832249,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,2,0.832249,0,1,0,0,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,2,0.832249,3,4,0,0,3,-1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
207,1,0.985057,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
207,1,0.985057,1,3,0,0,1,2,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,1,0.985057,3,3,0,0,1,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,3,0.894338,12,17,0,5,4,6,1,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,3,0.894338,11,16,0,5,4,6,1,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,3,0.894338,1,2,1,0,6,18,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,0.894338,18,18,1,0,6,18,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,0.894338,2,2,1,0,6,18,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,0.894338,15,18,1,0,6,18,1,0,0,0,0,0,0,0,0,15,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1
326,3,0.894338,8,8,0,0,0,0,1,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,3,0.894338,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1,0,12,13,0,0,1,7,1,3,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1,1,1,5,0,-2,0,-16,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1,1,1,5,0,-2,0,-16,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1,1,1,5,0,-2,0,-16,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1,1,1,5,0,-2,0,-16,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1,1,1,5,0,-2,0,-16,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1,1,1,5,0,-2,0,-16,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1,1,1,5,0,-2,0,-16,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1,1,1,5,0,-2,0,-16,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1,0,1,5,0,-1,0,-2,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,2,0.987469,4,8,0,0,0,0,1,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,2,0.987469,12,12,0,0,8,6,1,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,2,0.987469,8,8,0,0,8,6,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,2,0.987469,8,8,0,0,8,6,1,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1,0.764241,1,2,0,-15,-16,9,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1,0.764241,12,20,0,-15,-16,9,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
210,1,0.764241,3,11,0,-15,-16,9,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,2,1,2,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,2,1,2,2,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,9,0.696325,2,2,0,3,10,92,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,9,0.696325,2,2,0,3,10,92,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,9,0.696325,2,2,0,3,10,92,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,9,0.696325,9,9,0,3,10,92,1,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,9,0.696325,7,7,0,3,10,92,1,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,9,0.696325,13,13,0,3,10,92,1,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,9,0.696325,6,6,0,3,10,92,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,9,0.696325,96,96,0,3,10,92,1,0,0,0,0,0,0,0,0,96,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
265,9,0.696325,14,14,0,3,10,92,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,9,0.696325,154,154,0,5,49,36,1,0,0,0,0,0,0,0,0,154,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1
265,9,0.696325,3,3,0,0,-5,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
265,9,0.696325,0,13,0,0,-5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,9,0.696325,12,12,0,0,-5,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,9,0.696325,2,4,0,0,-5,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,9,0.696325,18,42,0,0,-5,0,1,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1
265,9,0.696325,0,4,0,0,-5,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,9,0.696325,12,20,0,0,-5,0,1,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,9,0.696325,5,6,0,0,0,3,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
265,9,0.696325,7,7,0,2,0,6,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
265,9,0.696325,1,1,0,1,0,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,9,0.696325,38,50,0,1,0,25,1,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
265,9,0.696325,7,7,0,1,0,25,1,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,9,0.696325,187,187,0,12,71,44,1,0,0,0,0,0,0,0,0,187,26,2,0,0,0,0,0,0,0,0,0,0,0,0,1
265,9,0.696325,216,216,0,10,71,57,1,0,0,0,0,0,0,0,0,216,32,2,0,0,0,0,0,0,0,0,0,0,0,0,1
265,9,0.696325,6,6,0,0,0,2,1,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
217,1,0,0,2,0,0,-1,-2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,2,0.453716,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,2,0.453716,19,19,0,0,5,8,2,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1,0.829244,0,1,0,0,-6,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1,0.829244,0,6,0,0,-6,-2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1,0.829244,0,6,0,0,-6,-2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
228,1,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144,1,0.625418,1,1,0,1,0,3,1,0,0,11,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144,1,0.625418,7,10,0,1,0,3,1,1,0,11,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
144,1,0.625418,2,2,0,1,0,3,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,1,0.78969,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,1,0.78969,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,1,0.78969,2,4,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1,1,4,8,0,1,1,5,1,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1
151,1,1,8,8,0,1,1,5,1,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
150,1,0,4,8,0,0,4,0,1,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,1,0,4,5,0,0,0,3,1,1,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,1,0.975664,2,2,0,0,3,8,1,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
344,1,0.975664,2,2,0,0,3,8,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
344,1,0.975664,2,2,0,0,3,8,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,1,0.975664,1,1,0,0,3,8,1,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
344,1,0.975664,3,3,0,0,3,8,1,0,1,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
344,1,0.975664,1,2,0,0,3,8,1,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
205,1,0,2,5,0,0,0,-1,1,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,7,0,0,0,0,0,1
263,1,1,0,10,0,0,0,-20,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,1,1,0,10,0,0,0,-20,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1,0.468996,1,1,0,2,0,8,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0
167,1,0.468996,8,9,0,2,0,8,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1
435,1,0.488257,1,1,0,0,7,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,1,0.488257,1,1,0,0,7,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,1,0.488257,1,1,0,0,7,13,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,1,0.488257,3,3,0,0,7,13,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,1,0.488257,22,22,0,0,7,13,1,0,0,0,0,0,0,0,0,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1,0.802823,23,33,2,0,1,18,1,0,0,0,0,0,0,0,0,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1
210,1,0.802823,5,11,2,0,1,18,1,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1,0.802823,17,20,2,0,1,18,1,0,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1,0.802823,1,2,2,0,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,1,0.933817,3,3,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,1,0.933817,2,4,0,0,0,3,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,1,0.933817,3,3,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,1,0.933817,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,2,0.708565,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,2,0.708565,2,2,-1,0,-7,16,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,2,0.708565,3,3,-1,0,-7,16,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
312,2,0.708565,1,2,-1,0,-7,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
312,2,0.708565,8,10,-1,0,-7,16,1,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
312,2,0.708565,7,7,-1,0,-7,16,1,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
312,2,0.708565,2,2,-1,0,-7,16,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,2,0.708565,0,17,-1,0,-7,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,2,0.708565,1,2,-1,0,-7,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,2,0.708565,1,2,-1,0,-7,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,2,0.708565,2,5,-1,0,-7,16,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,2,0.708565,1,1,-1,0,-7,16,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,2,0.708565,6,8,-1,0,-7,16,1,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
312,2,0.708565,34,59,-1,0,-7,16,1,2,0,0,0,0,0,0,0,34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224,2,0.828506,34,34,0,0,-2,9,1,0,0,0,0,0,0,0,0,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,2,0.828506,1,1,0,0,-2,9,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,2,0.828506,1,14,0,0,-2,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,2,0.828506,4,5,0,0,-2,9,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224,2,0.828506,0,26,0,0,-2,9,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,2,0.828506,4,4,0,0,-2,9,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224,2,0.828506,3,5,0,0,-2,9,1,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,2,0.828506,14,17,0,0,7,3,1,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,2,0.828506,4,4,0,0,7,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224,2,0.828506,4,4,0,0,7,3,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1,0.970951,2,2,0,1,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1,0.970951,3,3,0,1,1,2,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
313,1,0.831984,6,6,0,0,5,15,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,1,0.831984,0,1,0,0,5,15,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,1,0.831984,3,4,0,0,5,15,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,1,0.831984,10,10,0,0,5,15,1,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
313,1,0.831984,1,1,0,0,5,15,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,1,0.831984,9,9,0,0,5,15,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,1,0.831984,1,1,0,0,5,15,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2,0.724865,19,19,0,0,0,6,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2,0.724865,1,1,0,0,6,6,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2,0.724865,14,15,0,0,6,6,1,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1,1,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1,1,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1,1,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,1,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,1,0.883042,4,4,1,0,1,20,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,1,0.883042,2,3,1,0,1,20,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,1,0.883042,2,2,1,0,1,20,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
231,1,0.883042,1,1,1,0,1,20,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,1,0.883042,4,6,1,0,1,20,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,1,0.883042,2,4,1,0,1,20,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,1,0.883042,13,16,1,0,1,20,1,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0
231,1,0.883042,4,5,1,0,1,20,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,1,0.883042,1,2,1,0,1,20,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,1,0.883042,5,6,1,0,1,20,1,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,1,0,1,3,0,0,0,-1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,9,0.5444,7,7,0,1,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,9,0.5444,0,1,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,9,0.5444,0,1,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,9,0.5444,0,1,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,9,0.5444,0,1,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
