@relation 'MyTomcat-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.LinearForwardSelection -D 0 -N 5 -I -K 200 -T 0-weka.filters.unsupervised.attribute.Remove-R1'

@attribute cumulative_bug_count numeric
@attribute change_log_length numeric
@attribute changed_LOC numeric
@attribute CountDeclmethodName_delta numeric
@attribute CountDeclClassVariable_delta numeric
@attribute AvgLineCode_delta numeric
@attribute CountDeclmethodNameProtected_delta numeric
@attribute CountLine_delta numeric
@attribute CountStmt_delta numeric
@attribute CountLineComment_delta numeric
@attribute CountLineBlank_delta numeric
@attribute CountLineCodeExe_delta numeric
@attribute CountStmtExe_delta numeric
@attribute CountLineCode_delta numeric
@attribute s26 numeric
@attribute s29 numeric
@attribute s128 numeric
@attribute s249 numeric
@attribute s289 numeric
@attribute s321 numeric
@attribute s442 numeric
@attribute s498 numeric
@attribute s615 numeric
@attribute s641 numeric
@attribute s777 numeric
@attribute s862 numeric
@attribute s867 numeric
@attribute s981 numeric
@attribute s1097 numeric
@attribute s1133 numeric
@attribute s1197 numeric
@attribute s1201 numeric
@attribute s1375 numeric
@attribute s1659 numeric
@attribute s1941 numeric
@attribute s1951 numeric
@attribute s2233 numeric
@attribute s2603 numeric
@attribute s2698 numeric
@attribute s2987 numeric
@attribute s3139 numeric
@attribute s3158 numeric
@attribute s3586 numeric
@attribute s3761 numeric
@attribute s3821 numeric
@attribute s6023 numeric
@attribute s7477 numeric
@attribute bug_introducing {0,1}

@data
48,144,2,0,0,0,0,-2,0,-2,0,0,0,0,1,1,3,52,3,27,0,0,0,2,1,1,0,0,0,0,0,0,8,0,41,30,6,0,0,0,0,0,0,0,0,0,0,0
1,219,45,0,0,-1,0,3,1,2,2,2,2,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,159,122,-3,0,-2,0,-122,-66,-19,-21,-65,-49,-82,0,1,1,6,0,0,11,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4,263,7,0,-1,0,0,-1,-2,0,-1,2,1,0,1,1,1,10,0,0,0,0,0,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
10,676,580,6,-1,-1,3,23,21,57,-5,16,3,-31,0,1,1,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,3,5,0,14,14,0,0,0,0,0,0,0,0,0,0,1
3,318,331,21,2,-16,6,325,182,71,12,182,120,250,0,1,9,44,0,2,130,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,1,2,0,0,0,19,0,0,0,0,1
1,318,239,14,5,8,0,239,112,68,25,86,63,147,0,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
1,318,47,3,0,3,0,47,11,26,7,4,2,14,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,318,44,2,0,4,0,44,10,26,5,4,3,13,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,318,267,7,5,21,0,267,123,78,23,106,76,171,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
5,326,312,8,-1,-1,3,-12,43,2,-25,35,22,11,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,5,0,10,14,0,0,0,0,3,0,0,0,0,0,1
10,326,347,8,-1,-1,3,-39,40,7,-38,32,19,-7,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,5,0,10,14,0,0,0,0,3,0,0,0,0,0,1
10,326,189,0,0,0,0,-89,-3,-20,-14,-3,-3,-55,0,1,1,1,0,2,2,0,0,0,2,0,0,0,0,0,0,0,3,2,0,9,21,0,0,0,0,0,0,0,0,0,0,0
6,326,281,8,-1,0,3,11,51,-17,-2,43,30,30,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,5,0,10,14,0,0,0,0,0,0,0,0,0,0,1
5,210,54,1,0,0,0,8,3,1,3,-2,-1,4,0,1,2,13,0,0,97,0,0,0,2,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,194,9,0,0,1,0,7,3,1,1,4,2,5,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
15,248,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,59,12,0,0,0,0,0,1,0,0,0,0,8,0,0,12,0,0,0,0,4,3,7,0,0,0,0,3,0,0,1
16,185,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,59,12,0,0,0,0,0,1,0,0,0,0,8,0,0,12,0,0,0,0,4,3,7,0,0,0,0,3,0,0,1
8,227,6,0,0,0,0,6,3,1,0,4,3,5,0,1,1,19,0,0,0,0,0,0,1,0,0,0,0,2,1,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1
3,181,6,0,0,0,0,3,3,0,0,4,3,3,1,1,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
3,181,2,0,0,0,0,1,2,0,0,2,2,1,1,1,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
2,161,26,0,0,0,0,7,-1,9,0,0,0,-2,0,1,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,181,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,182,16,0,0,0,0,16,0,16,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,16,0,0,0,0,16,0,16,0,0,0,0,0,1,2,2,0,0,0,0,1,0,1,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,16,0,0,0,0,16,0,16,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,182,16,0,0,0,0,16,0,16,0,0,0,0,0,1,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,182,18,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,2,0,5,7,0,0,0,0,1,0,0,0,0,0,0
7,182,16,0,0,0,0,15,0,16,0,0,0,-1,1,1,2,6,2,6,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,17,0,0,0,0,15,0,15,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,19,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,19,0,0,0,0,0,0,1,0,0,0,-1,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,16,0,0,0,0,16,0,16,0,0,0,0,0,1,2,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,2,0,0,0,0,-2,0,-2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,16,0,0,0,0,15,0,16,0,0,0,-1,0,1,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,182,2,0,0,0,0,-3,0,-2,0,0,0,-1,1,1,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,182,21,0,0,0,0,-2,0,-1,0,0,0,-1,0,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,2,0,0,0,0,-3,0,-2,0,0,0,-1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,2,0,0,0,0,-3,0,-2,0,0,0,-1,0,1,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,182,21,0,0,0,0,-2,0,-1,0,0,0,-1,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,182,19,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,182,21,0,0,0,0,-2,0,-1,0,0,0,-1,0,1,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,182,19,0,0,0,0,1,0,1,0,0,0,0,0,1,5,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,182,22,0,0,0,0,1,0,1,1,0,0,-1,0,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,18,0,0,0,0,14,0,14,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,182,2,0,0,0,0,-3,0,-2,0,0,0,-1,0,1,2,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,2,0,0,0,0,-3,0,-2,0,0,0,-1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,2,0,0,0,0,-3,0,-2,0,0,0,-1,0,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,182,11,0,0,0,0,0,0,1,0,0,0,-1,6,1,5,4,0,0,0,0,1,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,182,11,0,0,0,0,0,0,1,0,0,0,-1,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1,182,11,0,0,0,0,1,0,1,0,0,0,0,2,1,4,3,0,0,0,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,11,0,0,0,0,1,0,1,0,0,0,0,0,1,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,11,0,0,0,0,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,182,16,0,0,0,0,16,0,16,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,182,11,0,0,0,0,0,0,1,0,0,0,-1,3,1,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,16,0,0,0,0,15,0,16,0,0,0,-1,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,22,0,0,0,0,5,0,6,0,0,0,-1,3,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,22,0,0,0,0,5,0,6,0,0,0,-1,1,1,3,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,182,22,0,0,0,0,5,0,6,0,0,0,-1,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,182,22,0,0,0,0,5,0,6,0,0,0,-1,3,1,3,7,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,22,0,0,0,0,5,0,6,0,0,0,-1,0,1,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,182,22,0,0,0,0,5,0,6,0,0,0,-1,0,1,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,182,22,0,0,0,0,5,0,6,0,0,0,-1,0,1,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,182,22,0,0,0,0,5,0,6,0,0,0,-1,0,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,182,22,0,0,0,0,5,0,6,0,0,0,-1,1,1,3,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,182,22,0,0,0,0,6,0,6,0,0,0,0,0,1,3,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1,182,22,0,0,0,0,5,0,6,0,0,0,-1,0,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,182,22,0,0,0,0,5,0,6,0,0,0,-1,0,1,3,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,182,22,0,0,0,0,5,0,6,0,0,0,-1,0,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,182,22,0,0,0,0,5,0,6,0,0,0,-1,1,1,3,4,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,182,22,0,0,0,0,6,0,6,0,0,0,0,0,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,182,22,0,0,0,0,5,0,6,0,0,0,-1,2,1,3,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,182,22,0,0,0,0,5,0,6,0,0,0,-1,0,1,3,2,0,0,13,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0
1,182,22,0,0,0,0,5,0,6,0,0,0,-1,2,1,3,40,0,0,27,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,1,0,3,0,0,4,0,0
1,182,22,0,0,0,0,5,0,6,0,0,0,-1,0,1,3,0,0,0,11,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,182,22,0,0,0,0,5,0,6,0,0,0,-1,0,1,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,182,22,0,0,0,0,5,0,6,0,0,0,-1,0,1,3,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,182,18,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,3,2,0,5,7,0,0,0,0,1,0,0,0,0,0,0
10,182,18,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,0,2,2,0,1,0,2,0,0,0,0,0,0,0,3,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0
6,182,18,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,2,0,5,7,0,0,0,0,0,0,0,0,0,0,0
3,182,5,0,-1,0,0,-5,-3,-1,-1,-1,0,-3,0,1,1,29,0,0,7,0,1,0,1,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
6,230,45,0,-1,-1,0,-33,-21,0,-10,-21,-18,-23,0,1,3,20,0,0,7,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1
1,170,5,1,0,0,0,1,2,0,-2,1,1,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,170,3,1,0,0,0,3,2,0,0,1,1,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,184,24,2,0,0,0,22,7,10,2,6,4,10,1,1,3,28,0,2,2,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,2,0,0,1
4,144,2,0,0,0,0,2,1,0,1,1,1,1,0,1,2,5,0,0,6,0,0,0,2,1,0,0,0,6,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1
3,279,24,0,0,1,0,18,8,4,0,10,7,14,0,1,6,3,0,0,25,0,0,0,2,0,0,0,0,3,0,0,5,0,0,0,0,0,7,0,0,0,2,0,0,3,0,1
4,240,2,0,0,0,0,-2,0,-2,0,0,0,0,1,1,1,18,0,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
48,168,1,0,0,0,0,1,1,1,0,1,1,1,1,1,3,52,3,27,0,0,0,2,1,1,0,0,0,0,0,0,8,0,41,30,6,0,0,0,0,0,0,0,0,0,0,0
1,176,30,2,1,0,0,16,12,3,2,7,8,11,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,176,11,0,0,0,0,6,7,2,0,5,5,4,0,1,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,301,5,0,0,0,0,-5,-2,-2,0,-2,-2,-3,0,1,3,37,0,18,2,0,0,1,1,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49,194,39,2,0,1,0,17,15,0,0,12,12,17,1,1,5,56,3,27,0,0,0,12,1,1,0,0,0,0,0,0,8,0,59,30,6,0,0,0,0,0,0,0,0,0,0,1
6,194,11,0,0,0,0,0,0,1,0,0,0,-1,3,1,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,142,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,142,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
2,142,2,0,0,1,0,0,2,0,-1,1,2,1,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,163,2,0,0,0,0,-1,-1,0,1,-1,-1,-2,1,1,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
1,163,2,0,0,0,0,-1,0,0,0,0,0,-1,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,163,12,1,0,0,0,9,9,0,1,6,5,8,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,163,1,0,0,0,0,0,1,0,0,1,1,0,0,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,198,94,2,0,0,1,62,18,15,4,37,13,43,0,1,7,32,0,2,110,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,7,1,0,0,0,12,2,0,0,0,1
4,198,97,2,0,-1,2,59,28,19,4,28,19,36,0,1,26,44,0,1,225,0,0,0,2,0,0,0,0,4,1,0,17,0,0,0,0,15,0,0,0,0,6,2,3,0,0,1
2,143,8,0,0,0,0,-8,-4,0,-2,-5,-3,-6,0,1,3,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,171,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,171,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,171,4,0,0,0,0,-1,0,0,0,0,0,-1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,171,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,171,4,0,0,0,0,-1,0,0,0,0,0,-1,0,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,171,4,0,0,0,0,-2,0,0,0,0,0,-2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,273,29,2,0,0,0,25,5,14,4,3,2,7,0,1,6,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,162,31,3,0,0,0,16,13,2,-1,7,7,15,2,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,162,9,-2,0,2,0,-9,-2,-1,-4,0,0,-4,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,162,7,-2,0,1,0,-9,-2,-1,-2,0,0,-6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,284,2,0,0,0,0,-1,-4,0,1,-2,-4,-2,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,453,2,0,0,0,0,2,2,0,0,2,2,2,2,1,3,49,0,14,0,0,0,0,2,0,0,0,0,4,3,0,0,0,2,0,0,1,0,3,0,0,1,0,0,0,0,0
11,453,14,1,0,0,0,14,8,3,2,5,5,9,1,1,3,22,0,4,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,453,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,453,15,0,0,1,0,5,5,0,0,3,3,5,1,1,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
3,453,6,0,1,0,0,6,1,3,2,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9,453,10,2,0,0,0,10,6,0,2,4,3,8,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,453,2,0,0,0,0,2,2,0,0,2,2,2,1,1,2,46,0,14,0,0,0,0,2,0,0,0,0,4,3,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0
1,453,6,1,0,0,0,6,1,3,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,453,14,1,0,-1,0,14,8,3,2,5,5,9,1,1,3,19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,453,4,1,0,-1,0,4,2,0,1,1,1,3,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
1,453,8,1,0,-1,0,8,2,3,2,1,1,3,0,1,2,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,453,8,1,0,0,0,8,2,3,2,1,1,3,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,453,7,1,0,0,0,7,2,3,1,1,1,3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
1,453,7,1,0,0,0,7,2,3,1,1,1,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,429,32,-1,0,0,0,-9,-10,3,0,-7,-7,-12,1,1,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,429,14,0,0,1,0,12,10,0,1,11,10,11,0,1,2,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,189,11,0,1,1,0,11,4,3,2,3,2,6,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5,524,16,0,0,1,0,16,10,3,0,11,9,13,3,1,21,22,0,6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
2,524,20,2,0,-1,0,16,6,3,6,4,3,7,1,1,21,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
10,524,18,3,0,0,0,20,6,3,8,3,3,9,0,1,23,32,0,0,47,0,0,0,2,0,0,0,0,3,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1
