@relation 'MyJedit-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.LinearForwardSelection -D 0 -N 5 -I -K 200 -T 0-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.LinearForwardSelection -D 0 -N 5 -I -K 60 -T 0-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.LinearForwardSelection -D 0 -N 5 -I -K 60 -T 0'

@attribute cumulative_bug_count numeric
@attribute change_log_length numeric
@attribute changed_LOC numeric
@attribute AvgLine numeric
@attribute RatioCommentToCode numeric
@attribute CountLineCodeExe_delta numeric
@attribute AvgLine_delta numeric
@attribute CountDeclInstanceVariable_delta numeric
@attribute CountStmtExe_delta numeric
@attribute CountLineComment_delta numeric
@attribute CountDeclInstancemethodName_delta numeric
@attribute CountDeclmethodName_delta numeric
@attribute CountLineBlank_delta numeric
@attribute SumEssential_delta numeric
@attribute SumCyclomaticStrict_delta numeric
@attribute AvgLineBlank_delta numeric
@attribute s13 numeric
@attribute s29 numeric
@attribute s70 numeric
@attribute s91 numeric
@attribute s98 numeric
@attribute s139 numeric
@attribute s145 numeric
@attribute s200 numeric
@attribute s219 numeric
@attribute s259 numeric
@attribute s262 numeric
@attribute s263 numeric
@attribute s264 numeric
@attribute s266 numeric
@attribute s269 numeric
@attribute s334 numeric
@attribute s390 numeric
@attribute s639 numeric
@attribute s701 numeric
@attribute s788 numeric
@attribute s859 numeric
@attribute s909 numeric
@attribute s910 numeric
@attribute s1092 numeric
@attribute s1520 numeric
@attribute s1736 numeric
@attribute s2159 numeric
@attribute s2473 numeric
@attribute s2752 numeric
@attribute s3313 numeric
@attribute s3871 numeric
@attribute s4914 numeric
@attribute s5303 numeric
@attribute s6036 numeric
@attribute s6336 numeric
@attribute s6363 numeric
@attribute s6569 numeric
@attribute s6949 numeric
@attribute s7559 numeric
@attribute s9135 numeric
@attribute s9227 numeric
@attribute s9439 numeric
@attribute s11467 numeric
@attribute bug_introducing {0,1}

@data
131,141,3,19,0.59,1,0,0,0,0,0,0,0,0,1,0,1,80,0,0,4,17,1,0,0,6,0,0,1,0,0,137,0,3,0,0,2,53,1,0,1,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,141,26,21,0.41,6,-2,0,5,12,2,2,2,2,3,-1,1,12,0,0,0,3,0,0,0,1,0,0,1,0,0,20,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,141,11,18,0.58,2,0,0,1,5,0,0,0,0,0,0,1,45,0,0,3,13,0,0,0,7,0,0,0,0,0,46,0,1,0,0,2,5,1,0,1,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,141,9,20,0.28,1,0,0,0,5,0,0,1,0,1,0,1,47,0,0,0,0,0,0,1,2,0,0,1,0,0,27,0,2,4,23,2,7,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,141,3,27,0.53,1,1,0,0,0,0,0,0,0,2,0,1,13,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,2,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,149,114,5,0.98,17,5,5,17,55,8,8,11,8,9,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,137,7,8,0.38,4,0,0,2,0,0,0,1,0,1,0,1,14,0,0,0,0,0,1,0,3,0,0,0,0,0,13,0,0,0,0,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,137,13,5,0.96,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,1,0,0,0,0,0,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,133,6,19,0.59,1,0,0,0,1,0,0,0,0,0,0,1,80,0,0,4,17,1,0,0,6,0,0,1,0,0,139,0,3,0,0,2,53,1,0,1,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,133,2,21,0.41,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,3,0,0,0,1,0,0,1,0,0,18,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,133,2,13,0.53,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,29,24,2,0,2,5,0,0,2,0,0,72,0,0,0,0,2,15,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,133,95,36,0.29,33,9,0,21,-12,0,0,5,2,7,1,1,25,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,4,11,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,133,2,23,0.42,0,0,0,0,0,0,0,0,0,0,0,1,162,0,0,0,9,3,0,0,7,0,0,1,0,0,87,1,1,0,0,5,21,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
182,133,15,20,0.39,6,0,0,6,3,0,0,2,0,0,0,1,86,0,0,1,721,0,0,4,5,0,0,3,0,0,228,0,12,0,0,2,71,1,0,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,152,19,34,0.28,14,2,0,14,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,152,3,11,0.37,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,2,0,0,1,0,0,21,0,0,4,0,2,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
182,156,6,20,0.39,0,0,0,0,0,0,0,1,0,0,0,1,86,0,0,1,701,0,0,4,5,0,0,3,0,0,228,0,12,0,0,2,71,1,0,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,156,5,28,0.25,1,0,0,0,0,0,0,0,0,1,0,1,11,0,0,0,5,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
182,148,1,20,0.39,-1,0,0,-1,0,0,0,0,0,0,0,1,86,0,0,1,701,0,0,4,5,0,0,3,0,0,228,0,12,0,0,2,71,1,0,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,148,49,31,0.23,21,3,0,15,-1,0,0,5,3,7,0,1,13,0,0,0,5,0,0,0,2,0,0,1,0,0,3,0,0,0,0,2,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
184,143,2,20,0.39,0,0,0,0,0,0,0,0,0,0,0,1,86,0,0,1,701,0,0,4,5,0,0,3,0,0,228,0,12,0,0,4,71,3,0,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,132,8,29,0.18,1,0,0,0,0,0,0,-1,0,2,0,1,25,0,0,0,0,0,0,0,1,0,0,1,0,0,14,0,0,0,0,2,13,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,132,12,20,0.39,0,0,0,0,0,0,0,1,0,0,0,1,86,0,0,1,701,0,0,4,5,0,0,3,0,0,228,0,12,0,0,2,71,1,0,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,132,12,31,0.22,3,0,0,2,0,0,0,1,3,3,0,1,14,0,0,0,5,0,0,0,2,0,0,1,0,0,2,0,0,0,0,4,21,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26,191,3,11,0.37,1,0,0,1,1,0,0,1,0,0,0,1,29,0,0,0,0,0,0,0,2,0,0,1,0,0,21,0,0,4,0,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,191,2,20,0.64,0,0,0,0,1,0,0,0,0,-1,0,1,15,0,0,0,2,0,0,0,2,0,0,0,0,0,12,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0,191,27,5,0.82,6,0,1,6,4,2,2,4,2,3,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,135,9,13,0.53,0,0,0,0,0,0,0,0,0,-1,0,1,39,0,0,29,24,2,0,2,5,0,0,2,0,0,72,0,0,0,0,2,15,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,135,2,21,0.4,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,135,150,23,0.42,-7,0,0,-4,1,0,1,-1,1,0,0,1,172,0,0,0,9,5,0,0,7,0,0,1,0,0,89,1,1,0,0,3,21,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,135,1,5,0.81,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,194,24,41,0.23,1,0,0,0,0,0,0,-1,-7,0,0,1,22,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,194,2,11,0.37,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,2,0,0,1,0,0,21,0,0,4,0,2,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
4,194,8,22,0.35,2,0,0,2,0,0,0,1,0,0,1,1,20,0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,0,4,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
131,156,10,19,0.59,1,0,0,0,0,0,0,1,0,0,0,1,80,0,0,4,17,1,0,0,6,0,0,1,0,0,137,0,3,0,0,2,55,1,0,1,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,156,77,20,0.23,2,0,0,3,2,1,1,1,-3,2,0,1,74,0,0,4,0,0,0,4,4,0,0,1,0,0,49,0,2,0,2,2,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,151,5,18,0.58,1,0,0,0,0,0,0,0,0,1,0,1,45,0,0,3,13,0,0,0,7,0,0,0,0,0,46,0,1,0,0,2,5,1,0,1,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,151,11,20,0.24,-2,0,0,-2,7,0,0,0,0,-1,0,1,72,0,0,4,0,2,0,2,2,0,0,1,0,0,47,0,2,0,2,4,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,151,3,66,0.28,2,0,0,2,0,0,0,1,0,1,0,1,18,0,0,1,1,0,0,1,2,0,0,1,0,0,18,0,0,0,0,2,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,151,2,4,0.83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,189,291,19,0.59,-5,0,0,-6,5,0,0,-2,1,-1,0,1,84,0,0,6,17,1,0,0,6,0,0,1,0,0,137,0,3,0,0,4,50,3,0,1,0,42,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,189,4,14,0.3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,6,0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,189,1,22,0.25,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,189,4,20,0.39,0,0,0,0,0,0,0,0,0,0,0,1,86,0,0,1,701,0,0,4,5,0,0,3,0,0,228,0,12,0,0,2,71,1,0,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,172,1,22,0.26,-1,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,172,62,20,0.39,-6,0,0,-4,10,0,0,0,-1,4,0,1,86,0,0,1,701,0,0,4,5,0,0,3,0,0,228,0,12,0,0,2,71,1,0,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,172,3,21,0.49,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,172,5,16,0.35,3,0,0,2,0,0,0,0,0,1,0,1,6,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,2,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,147,2,66,0.28,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,1,1,0,0,1,12,0,0,1,0,0,18,0,0,0,0,2,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,147,5,19,0.44,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,1,1,0,0,11,0,0,0,0,0,23,0,0,0,0,2,9,1,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,147,9,10,1.06,0,0,0,0,3,0,0,0,0,0,0,1,25,0,0,1,0,0,0,0,13,0,0,1,0,0,52,0,1,0,0,2,9,1,0,0,38,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,147,2,23,0.42,0,0,0,0,0,0,0,0,0,0,0,1,162,0,0,0,9,3,0,0,17,0,0,1,0,0,87,1,1,0,0,3,21,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
133,159,85,19,0.59,9,0,0,10,9,1,1,4,5,3,0,1,85,0,0,5,16,1,0,0,8,0,0,1,0,0,139,0,3,0,0,2,49,1,0,1,0,33,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,159,31,20,0.39,1,0,0,1,0,0,0,2,0,0,0,1,86,0,0,1,701,0,0,4,5,0,0,3,0,0,228,0,16,0,0,2,71,1,0,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,185,9,46,0.3,-3,-2,0,0,0,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,1,1,1,1,1,1,2,0,0,0,0,1,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,185,4,31,0.74,-1,-1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,185,10,18,0.06,-1,0,0,0,0,0,0,-1,0,0,0,1,55,0,0,0,5,0,0,0,1,1,1,1,1,1,20,0,0,2,0,1,4,1,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,185,2,25,0.37,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,9,0,0,0,1,1,1,11,1,1,10,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,185,2,24,0.43,0,0,0,0,0,0,0,0,0,0,0,13,17,40,0,0,6,0,0,0,2,1,1,11,1,1,16,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,185,2,12,0.26,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,1,1,1,1,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,185,3,19,0.59,0,0,0,0,0,0,0,0,0,0,0,1,81,0,0,5,16,1,0,0,7,1,1,11,1,1,138,0,3,0,0,2,49,1,0,1,0,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,185,1,17,0.6,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,2,1,1,1,1,1,17,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,185,3,1,4.67,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,185,1,3,1.98,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,3,1,1,1,1,1,16,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,185,3,21,0.41,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,3,0,0,0,1,1,1,11,1,1,18,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,185,4,18,0.58,0,0,0,0,0,0,0,0,0,0,0,1,45,0,0,3,13,0,0,0,7,1,1,1,1,1,46,0,1,0,0,2,5,1,0,1,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,185,1,41,0.23,-1,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,3,1,1,1,1,1,9,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,185,6,11,0.6,-1,0,0,0,0,0,0,0,0,0,0,1,20,0,0,2,0,0,0,1,3,1,1,12,1,1,47,0,1,0,0,2,4,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,185,1,5,1.47,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,185,1,17,0.56,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,1,0,0,0,3,1,1,1,1,1,44,0,1,0,0,2,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,185,1,19,0.49,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,3,1,1,1,1,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,185,2,10,0.76,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,26,0,0,0,1,1,1,1,1,1,23,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,185,2,36,0.44,-1,0,0,0,0,0,0,0,0,0,0,17,9,0,0,0,261,0,0,0,7,1,1,1,1,1,18,0,1,0,0,2,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,185,3,13,0.53,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,29,24,2,0,2,5,1,1,12,1,1,72,0,0,0,0,2,15,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,185,2,34,0.28,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,1,11,1,1,7,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,185,2,54,0.18,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,3,1,1,1,1,1,1,4,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,185,2,19,0.35,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,11,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,185,1,20,0.24,-1,0,0,0,0,0,0,0,0,0,0,1,72,0,0,4,0,1,0,2,2,1,1,11,1,1,47,0,2,0,2,2,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,185,2,28,0.18,-1,-1,0,0,0,0,0,-1,0,0,0,1,25,0,0,0,0,0,0,0,1,1,1,11,1,1,14,0,0,0,0,2,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,185,1,22,0.24,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,1,1,1,1,1,1,9,0,0,3,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,185,2,12,0.22,-1,0,0,0,0,0,0,-1,0,0,0,1,17,0,0,0,7,0,0,0,1,1,1,1,1,1,13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,185,2,65,0.27,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,1,1,1,11,1,1,5,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,185,3,11,0.4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,1,1,1,1,1,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,185,1,22,0.23,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,8,0,0,0,1,1,1,11,1,1,13,0,0,4,0,1,12,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,185,1,23,0.35,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,1,1,1,1,1,7,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,185,7,1,2.5,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,185,6,10,0.58,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,2,2,0,0,4,1,1,11,1,1,60,0,0,0,0,2,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,185,1,8,0.69,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,1,1,1,1,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,185,1,11,0.34,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,1,1,11,1,1,10,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,185,1,39,0.42,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,185,1,13,0.41,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,1,1,11,1,1,7,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,185,1,17,0.59,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,7,0,0,0,1,1,1,1,1,1,9,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,185,1,11,0.36,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,5,1,1,1,11,1,1,11,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,185,8,13,0.76,-1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,2,1,1,11,1,1,17,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,185,1,62,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,11,1,1,3,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,185,1,9,0.5,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,1,1,1,1,1,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,185,1,11,0.3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,3,1,1,1,1,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,185,1,14,0.3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,4,0,0,0,1,1,1,1,1,1,8,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,185,1,11,0.38,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,2,1,1,11,1,1,21,0,0,4,0,2,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4,185,1,13,0.35,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,1,1,1,11,1,1,13,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,185,1,21,0.4,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,185,1,25,0.23,0,0,0,0,0,0,0,0,0,0,0,1,37,0,0,2,2,0,0,1,2,1,1,1,1,1,24,0,0,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,185,1,21,0.37,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,1,0,0,0,1,1,1,11,1,1,5,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,185,1,21,0.17,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,1,1,1,1,1,1,7,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,185,1,19,0.44,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,1,1,0,0,1,1,1,1,1,1,21,0,0,0,0,2,9,1,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
